Retailer,Retailer_ID,Invoice_Date,Region,State,City,Product,Price_per_Unit,Quantity,Profit,Sales_Method
Foot Locker,1185732,12/8/2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,70,350,73500,Outlet
Foot Locker,1185732,12/9/2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,65,475,154375,Outlet
Foot Locker,1185732,12/10/2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,50,275,41250,Outlet
Foot Locker,1185732,12/11/2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,45,200,31500,Outlet
Foot Locker,1185732,12/12/2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,45,175,27562.5,Outlet
Foot Locker,1185732,12/13/2021,Northeast,Pennsylvania,Philadelphia,Men's Apparel,55,125,20625,Outlet
Foot Locker,1185732,12/14/2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,60,225,33750,Outlet
Foot Locker,1185732,12/15/2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,60,400,120000,Outlet
Foot Locker,1185732,12/16/2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,50,225,33750,Outlet
Foot Locker,1185732,12/17/2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,50,125,21875,Outlet
Foot Locker,1185732,12/18/2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,50,100,17500,Outlet
Foot Locker,1185732,12/19/2021,Northeast,Pennsylvania,Philadelphia,Men's Apparel,60,100,18000,Outlet
Foot Locker,1185732,12/20/2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,65,225,36562.5,Outlet
Foot Locker,1185732,12/21/2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,70,375,144375,Outlet
Foot Locker,1185732,12/22/2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,60,200,42000,Outlet
Foot Locker,1185732,12/23/2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,60,195,46800,Outlet
Foot Locker,1185732,12/24/2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,60,175,42000,Outlet
Foot Locker,1185732,12/25/2021,Northeast,Pennsylvania,Philadelphia,Men's Apparel,70,150,36750,Outlet
Foot Locker,1185732,12/26/2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,75,250,56250,Outlet
Foot Locker,1185732,12/27/2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,70,475,182875,Outlet
Foot Locker,1185732,12/28/2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,60,275,57750,Outlet
Foot Locker,1185732,12/29/2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,60,225,54000,Outlet
Foot Locker,1185732,12/30/2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,60,175,42000,Outlet
Foot Locker,1185732,12/31/2021,Northeast,Pennsylvania,Philadelphia,Men's Apparel,70,175,42875,Outlet
Foot Locker,1185732,1/1/2020,Northeast,Pennsylvania,Philadelphia,Women's Apparel,75,275,61875,Outlet
West Gear,1128299,1/2/2020,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,35,450,63000,Outlet
West Gear,1128299,1/3/2020,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,45,450,50625,Outlet
West Gear,1128299,1/4/2020,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,45,450,81000,Outlet
West Gear,1128299,1/5/2020,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,45,300,47250,Outlet
West Gear,1128299,1/6/2020,West,Nevada,Las Vegas,Men's Apparel,50,250,68750,Outlet
West Gear,1128299,1/7/2020,West,Nevada,Las Vegas,Women's Apparel,45,475,42750,Outlet
West Gear,1128299,1/8/2020,West,Nevada,Las Vegas,Men's Street Footwear,35,525,73500,Outlet
West Gear,1128299,1/9/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,45,425,47812.5,Outlet
West Gear,1128299,1/10/2020,West,Nevada,Las Vegas,Women's Street Footwear,45,425,76500,Outlet
West Gear,1128299,1/11/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,45,275,43312.5,Outlet
West Gear,1128299,1/12/2020,West,Nevada,Las Vegas,Men's Apparel,50,200,55000,Outlet
West Gear,1128299,1/13/2020,West,Nevada,Las Vegas,Women's Apparel,45,400,36000,Outlet
West Gear,1128299,1/14/2020,West,Nevada,Las Vegas,Men's Street Footwear,45,550,99000,Outlet
West Gear,1128299,1/15/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,55,400,55000,Outlet
West Gear,1128299,1/16/2020,West,Nevada,Las Vegas,Women's Street Footwear,55,400,88000,Outlet
West Gear,1128299,1/17/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,55,300,57750,Outlet
West Gear,1128299,1/18/2020,West,Nevada,Las Vegas,Men's Apparel,60,175,57750,Outlet
West Gear,1128299,1/19/2020,West,Nevada,Las Vegas,Women's Apparel,55,375,41250,Outlet
West Gear,1128299,1/20/2020,West,Nevada,Las Vegas,Men's Street Footwear,60,550,132000,Outlet
West Gear,1128299,1/21/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,65,350,56875,Outlet
West Gear,1128299,1/22/2020,West,Nevada,Las Vegas,Women's Street Footwear,65,400,104000,Outlet
West Gear,1128299,1/23/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,60,300,63000,Outlet
West Gear,1128299,1/24/2020,West,Nevada,Las Vegas,Men's Apparel,65,200,71500,Outlet
West Gear,1128299,1/25/2020,West,Nevada,Las Vegas,Women's Apparel,80,350,56000,Outlet
West Gear,1128299,1/26/2020,West,Nevada,Las Vegas,Men's Street Footwear,60,550,148500,Outlet
West Gear,1128299,1/27/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,65,400,78000,Outlet
West Gear,1128299,1/28/2020,West,Nevada,Las Vegas,Women's Street Footwear,65,400,117000,Outlet
West Gear,1128299,1/29/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,60,300,72000,Outlet
West Gear,1128299,1/30/2020,West,Nevada,Las Vegas,Men's Apparel,65,200,78000,Outlet
West Gear,1128299,1/31/2020,West,Nevada,Las Vegas,Women's Apparel,80,450,90000,Outlet
West Gear,1128299,2/1/2020,West,Nevada,Las Vegas,Men's Street Footwear,60,700,189000,Outlet
West Gear,1128299,2/2/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,65,550,107250,Outlet
West Gear,1128299,2/3/2020,West,Nevada,Las Vegas,Women's Street Footwear,65,550,160875,Outlet
West Gear,1128299,2/4/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,60,425,102000,Outlet
West Gear,1128299,2/5/2020,West,Nevada,Las Vegas,Men's Apparel,65,300,117000,Outlet
West Gear,1128299,2/6/2020,West,Nevada,Las Vegas,Women's Apparel,80,600,120000,Outlet
West Gear,1128299,2/7/2020,West,Nevada,Las Vegas,Men's Street Footwear,60,750,180000,Outlet
West Gear,1128299,2/8/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,65,600,97500,Outlet
West Gear,1128299,2/9/2020,West,Nevada,Las Vegas,Women's Street Footwear,65,550,143000,In-store
West Gear,1128299,2/10/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,60,450,94500,In-store
West Gear,1128299,2/11/2020,West,Nevada,Las Vegas,Men's Apparel,65,500,178750,In-store
West Gear,1128299,2/12/2020,West,Nevada,Las Vegas,Women's Apparel,80,500,80000,In-store
West Gear,1128299,2/13/2020,West,Nevada,Las Vegas,Men's Street Footwear,65,700,182000,In-store
West Gear,1128299,2/14/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,70,650,113750,In-store
West Gear,1128299,2/15/2020,West,Nevada,Las Vegas,Women's Street Footwear,65,525,136500,In-store
West Gear,1128299,2/16/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,65,475,108062.5,In-store
West Gear,1128299,2/17/2020,West,Nevada,Las Vegas,Men's Apparel,75,475,195937.5,In-store
West Gear,1128299,2/18/2020,West,Nevada,Las Vegas,Women's Apparel,80,400,64000,In-store
West Gear,1128299,2/19/2020,West,Nevada,Las Vegas,Men's Street Footwear,60,600,126000,In-store
West Gear,1128299,2/20/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,65,600,78000,In-store
West Gear,1128299,2/21/2020,West,Nevada,Las Vegas,Women's Street Footwear,60,450,94500,In-store
West Gear,1128299,2/22/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,60,400,72000,In-store
West Gear,1128299,2/23/2020,West,Nevada,Las Vegas,Men's Apparel,70,400,140000,In-store
West Gear,1128299,2/24/2020,West,Nevada,Las Vegas,Women's Apparel,75,450,50625,In-store
West Gear,1128299,2/25/2020,West,Nevada,Las Vegas,Men's Street Footwear,60,550,115500,In-store
West Gear,1128299,2/26/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,65,550,71500,In-store
West Gear,1128299,2/27/2020,West,Nevada,Las Vegas,Women's Street Footwear,60,375,78750,In-store
West Gear,1128299,2/28/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,60,350,63000,In-store
West Gear,1128299,3/1/2020,West,Nevada,Las Vegas,Men's Apparel,70,325,113750,In-store
West Gear,1128299,3/2/2020,West,Nevada,Las Vegas,Women's Apparel,75,375,42187.5,In-store
West Gear,1128299,3/3/2020,West,Nevada,Las Vegas,Men's Street Footwear,60,575,120750,In-store
West Gear,1128299,3/4/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,65,575,74750,In-store
West Gear,1128299,3/5/2020,West,Nevada,Las Vegas,Women's Street Footwear,60,425,89250,In-store
West Gear,1128299,3/6/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,60,400,72000,In-store
West Gear,1128299,3/7/2020,West,Nevada,Las Vegas,Men's Apparel,70,350,122500,In-store
West Gear,1128299,3/8/2020,West,Nevada,Las Vegas,Women's Apparel,75,475,53437.5,In-store
West Gear,1128299,3/9/2020,West,Nevada,Las Vegas,Men's Street Footwear,60,675,141750,In-store
West Gear,1128299,3/10/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,65,675,87750,In-store
West Gear,1128299,3/11/2020,West,Nevada,Las Vegas,Women's Street Footwear,60,475,99750,In-store
West Gear,1128299,3/12/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,60,475,85500,In-store
West Gear,1128299,3/13/2020,West,Nevada,Las Vegas,Men's Apparel,70,400,140000,In-store
West Gear,1128299,3/14/2020,West,Nevada,Las Vegas,Women's Apparel,75,500,56250,In-store
West Gear,1128299,3/15/2020,West,Nevada,Las Vegas,Men's Street Footwear,30,425,44625,In-store
West Gear,1128299,3/16/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,40,425,34000,In-store
West Gear,1128299,3/17/2020,West,Nevada,Las Vegas,Women's Street Footwear,40,425,59500,In-store
West Gear,1128299,3/18/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,40,275,33000,In-store
West Gear,1128299,3/19/2020,West,Colorado,Denver,Men's Apparel,45,225,50625,In-store
West Gear,1128299,3/20/2020,West,Colorado,Denver,Women's Apparel,40,475,28500,In-store
West Gear,1128299,3/21/2020,West,Colorado,Denver,Men's Street Footwear,30,525,55125,In-store
West Gear,1128299,3/22/2020,West,Colorado,Denver,Men's Athletic Footwear,40,425,34000,In-store
West Gear,1128299,3/23/2020,West,Colorado,Denver,Women's Street Footwear,40,425,59500,In-store
West Gear,1128299,3/24/2020,West,Colorado,Denver,Women's Athletic Footwear,40,275,33000,In-store
West Gear,1128299,3/25/2020,West,Colorado,Denver,Men's Apparel,45,200,45000,In-store
West Gear,1128299,3/26/2020,West,Colorado,Denver,Women's Apparel,40,400,24000,In-store
West Gear,1128299,3/27/2020,West,Colorado,Denver,Men's Street Footwear,40,550,77000,In-store
West Gear,1128299,3/28/2020,West,Colorado,Denver,Men's Athletic Footwear,50,400,40000,In-store
West Gear,1128299,3/29/2020,West,Colorado,Denver,Women's Street Footwear,55,400,77000,In-store
West Gear,1128299,3/30/2020,West,Colorado,Denver,Women's Athletic Footwear,55,300,49500,In-store
West Gear,1128299,3/31/2020,West,Colorado,Denver,Men's Apparel,60,150,45000,In-store
West Gear,1128299,4/1/2020,West,Colorado,Denver,Women's Apparel,55,350,28875,In-store
West Gear,1128299,4/2/2020,West,Colorado,Denver,Men's Street Footwear,60,525,110250,In-store
West Gear,1128299,4/3/2020,West,Colorado,Denver,Men's Athletic Footwear,65,325,42250,In-store
West Gear,1128299,4/4/2020,West,Colorado,Denver,Women's Street Footwear,65,375,85312.5,In-store
West Gear,1128299,4/5/2020,West,Colorado,Denver,Women's Athletic Footwear,60,275,49500,In-store
West Gear,1128299,4/6/2020,West,Colorado,Denver,Men's Apparel,65,175,56875,In-store
West Gear,1128299,4/7/2020,West,Colorado,Denver,Women's Apparel,80,325,39000,In-store
West Gear,1128299,4/8/2020,West,Colorado,Denver,Men's Street Footwear,60,525,157500,In-store
West Gear,1128299,4/9/2020,West,Colorado,Denver,Men's Athletic Footwear,65,375,85312.5,In-store
West Gear,1128299,4/10/2020,West,Colorado,Denver,Women's Street Footwear,65,375,121875,In-store
West Gear,1128299,4/11/2020,West,Colorado,Denver,Women's Athletic Footwear,60,275,74250,In-store
West Gear,1128299,4/12/2020,West,Colorado,Denver,Men's Apparel,65,175,73937.5,In-store
West Gear,1128299,4/13/2020,West,Colorado,Denver,Women's Apparel,80,475,114000,In-store
West Gear,1128299,4/14/2020,West,Colorado,Denver,Men's Street Footwear,60,725,217500,In-store
West Gear,1128299,4/15/2020,West,Colorado,Denver,Men's Athletic Footwear,65,575,130812.5,In-store
West Gear,1128299,4/16/2020,West,Colorado,Denver,Women's Street Footwear,65,575,186875,In-store
West Gear,1128299,4/17/2020,West,Colorado,Denver,Women's Athletic Footwear,65,450,131625,In-store
West Gear,1128299,4/18/2020,West,Colorado,Denver,Men's Apparel,70,325,147875,In-store
West Gear,1128299,4/19/2020,West,Colorado,Denver,Women's Apparel,85,625,159375,In-store
West Gear,1128299,4/20/2020,West,Colorado,Denver,Men's Street Footwear,65,775,226687.5,In-store
West Gear,1128299,4/21/2020,West,Colorado,Denver,Men's Athletic Footwear,70,625,131250,In-store
West Gear,1128299,4/22/2020,West,Colorado,Denver,Women's Street Footwear,70,575,181125,In-store
West Gear,1128299,4/23/2020,West,Colorado,Denver,Women's Athletic Footwear,65,475,123500,In-store
West Gear,1128299,4/24/2020,West,Colorado,Denver,Men's Apparel,70,525,220500,In-store
West Gear,1128299,4/25/2020,West,Colorado,Denver,Women's Apparel,85,525,111562.5,In-store
West Gear,1128299,4/26/2020,West,Colorado,Denver,Men's Street Footwear,70,725,228375,In-store
West Gear,1128299,4/27/2020,West,Colorado,Denver,Men's Athletic Footwear,75,675,151875,In-store
West Gear,1128299,4/28/2020,West,Colorado,Denver,Women's Street Footwear,70,550,173250,In-store
West Gear,1128299,4/29/2020,West,Colorado,Denver,Women's Athletic Footwear,70,500,140000,In-store
West Gear,1128299,4/30/2020,West,Colorado,Denver,Men's Apparel,75,500,225000,In-store
West Gear,1128299,5/1/2020,West,Colorado,Denver,Women's Apparel,80,400,80000,In-store
West Gear,1128299,5/2/2020,West,Colorado,Denver,Men's Street Footwear,65,600,156000,In-store
West Gear,1128299,5/3/2020,West,Colorado,Denver,Men's Athletic Footwear,70,600,105000,In-store
West Gear,1128299,5/4/2020,West,Colorado,Denver,Women's Street Footwear,65,450,117000,In-store
West Gear,1128299,5/5/2020,West,Colorado,Denver,Women's Athletic Footwear,65,400,91000,In-store
West Gear,1128299,5/6/2020,West,Colorado,Denver,Men's Apparel,75,400,165000,In-store
West Gear,1128299,5/7/2020,West,Colorado,Denver,Women's Apparel,70,425,59500,In-store
West Gear,1128299,5/8/2020,West,Colorado,Denver,Men's Street Footwear,55,525,115500,In-store
West Gear,1128299,5/9/2020,West,Colorado,Denver,Men's Athletic Footwear,60,525,78750,In-store
West Gear,1128299,5/10/2020,West,Colorado,Denver,Women's Street Footwear,55,350,77000,In-store
West Gear,1128299,5/11/2020,West,Colorado,Denver,Women's Athletic Footwear,55,325,62562.5,In-store
West Gear,1128299,5/12/2020,West,Colorado,Denver,Men's Apparel,65,300,107250,In-store
West Gear,1128299,5/13/2020,West,Colorado,Denver,Women's Apparel,70,350,49000,In-store
West Gear,1128299,5/14/2020,West,Colorado,Denver,Men's Street Footwear,55,575,126500,In-store
West Gear,1128299,5/15/2020,West,Colorado,Denver,Men's Athletic Footwear,60,575,86250,In-store
West Gear,1128299,5/16/2020,West,Colorado,Denver,Women's Street Footwear,55,425,93500,In-store
West Gear,1128299,5/17/2020,West,Colorado,Denver,Women's Athletic Footwear,65,400,91000,In-store
West Gear,1128299,5/18/2020,West,Colorado,Denver,Men's Apparel,75,375,154687.5,In-store
West Gear,1128299,5/19/2020,West,Colorado,Denver,Women's Apparel,80,500,80000,In-store
West Gear,1128299,5/20/2020,West,Colorado,Denver,Men's Street Footwear,65,700,182000,In-store
West Gear,1128299,5/21/2020,West,Colorado,Denver,Men's Athletic Footwear,70,700,122500,In-store
West Gear,1128299,5/22/2020,West,Colorado,Denver,Women's Street Footwear,65,500,130000,In-store
West Gear,1128299,5/23/2020,West,Colorado,Denver,Women's Athletic Footwear,65,500,113750,In-store
West Gear,1128299,5/24/2020,West,Colorado,Denver,Men's Apparel,75,425,175312.5,In-store
West Gear,1128299,5/25/2020,West,Colorado,Denver,Women's Apparel,80,525,84000,In-store
West Gear,1128299,5/26/2020,West,Colorado,Denver,Men's Street Footwear,40,450,54000,In-store
West Gear,1128299,5/27/2020,West,Colorado,Denver,Men's Athletic Footwear,50,450,56250,In-store
West Gear,1128299,5/28/2020,West,Colorado,Denver,Women's Street Footwear,50,450,56250,In-store
West Gear,1128299,5/29/2020,West,Colorado,Denver,Women's Athletic Footwear,50,300,45000,In-store
West Gear,1128299,5/30/2020,West,Washington,Seattle,Men's Apparel,55,250,34375,In-store
West Gear,1128299,5/31/2020,West,Washington,Seattle,Women's Apparel,50,500,50000,In-store
West Gear,1128299,6/1/2020,West,Washington,Seattle,Men's Street Footwear,40,550,66000,In-store
West Gear,1128299,6/2/2020,West,Washington,Seattle,Men's Athletic Footwear,50,450,56250,In-store
West Gear,1128299,6/3/2020,West,Washington,Seattle,Women's Street Footwear,50,450,56250,In-store
West Gear,1128299,6/4/2020,West,Washington,Seattle,Women's Athletic Footwear,50,300,45000,In-store
West Gear,1128299,6/5/2020,West,Washington,Seattle,Men's Apparel,55,225,30937.5,In-store
West Gear,1128299,6/6/2020,West,Washington,Seattle,Women's Apparel,50,425,42500,In-store
West Gear,1128299,6/7/2020,West,Washington,Seattle,Men's Street Footwear,50,575,86250,In-store
West Gear,1128299,6/8/2020,West,Washington,Seattle,Men's Athletic Footwear,60,425,63750,In-store
West Gear,1128299,6/9/2020,West,Washington,Seattle,Women's Street Footwear,65,425,69062.5,In-store
West Gear,1128299,6/10/2020,West,Washington,Seattle,Women's Athletic Footwear,65,325,63375,In-store
West Gear,1128299,6/11/2020,West,Washington,Seattle,Men's Apparel,70,175,30625,In-store
West Gear,1128299,6/12/2020,West,Washington,Seattle,Women's Apparel,65,375,48750,In-store
West Gear,1128299,6/13/2020,West,Washington,Seattle,Men's Street Footwear,70,550,115500,In-store
West Gear,1128299,6/14/2020,West,Washington,Seattle,Men's Athletic Footwear,75,350,65625,In-store
West Gear,1128299,6/15/2020,West,Washington,Seattle,Women's Street Footwear,75,400,75000,In-store
West Gear,1128299,6/16/2020,West,Washington,Seattle,Women's Athletic Footwear,60,300,54000,In-store
West Gear,1128299,6/17/2020,West,Washington,Seattle,Men's Apparel,65,200,32500,In-store
West Gear,1128299,6/18/2020,West,Washington,Seattle,Women's Apparel,80,350,56000,In-store
West Gear,1128299,6/19/2020,West,Washington,Seattle,Men's Street Footwear,60,550,99000,In-store
West Gear,1128299,6/20/2020,West,Washington,Seattle,Men's Athletic Footwear,65,400,65000,In-store
West Gear,1128299,6/21/2020,West,Washington,Seattle,Women's Street Footwear,65,400,65000,In-store
West Gear,1128299,6/22/2020,West,Washington,Seattle,Women's Athletic Footwear,60,300,54000,In-store
West Gear,1128299,6/23/2020,West,Washington,Seattle,Men's Apparel,65,200,32500,In-store
West Gear,1128299,6/24/2020,West,Washington,Seattle,Women's Apparel,80,500,80000,In-store
West Gear,1128299,6/25/2020,West,Washington,Seattle,Men's Street Footwear,75,750,168750,In-store
West Gear,1128299,6/26/2020,West,Washington,Seattle,Men's Athletic Footwear,80,625,125000,In-store
West Gear,1128299,6/27/2020,West,Washington,Seattle,Women's Street Footwear,80,625,125000,In-store
West Gear,1128299,6/28/2020,West,Washington,Seattle,Women's Athletic Footwear,80,500,120000,In-store
West Gear,1128299,6/29/2020,West,Washington,Seattle,Men's Apparel,85,375,79687.5,In-store
West Gear,1128299,6/30/2020,West,Washington,Seattle,Women's Apparel,100,675,135000,In-store
West Gear,1128299,7/1/2020,West,Washington,Seattle,Men's Street Footwear,80,825,198000,In-store
West Gear,1128299,7/2/2020,West,Washington,Seattle,Men's Athletic Footwear,85,675,143437.5,In-store
West Gear,1128299,7/3/2020,West,Washington,Seattle,Women's Street Footwear,85,625,132812.5,In-store
West Gear,1128299,7/4/2020,West,Washington,Seattle,Women's Athletic Footwear,80,525,126000,In-store
West Gear,1128299,7/5/2020,West,Washington,Seattle,Men's Apparel,85,575,122187.5,In-store
West Gear,1128299,7/6/2020,West,Washington,Seattle,Women's Apparel,100,575,115000,In-store
West Gear,1128299,7/7/2020,West,Washington,Seattle,Men's Street Footwear,85,775,197625,In-store
West Gear,1128299,7/8/2020,West,Washington,Seattle,Men's Athletic Footwear,80,750,150000,In-store
West Gear,1128299,7/9/2020,West,Washington,Seattle,Women's Street Footwear,75,625,117187.5,In-store
West Gear,1128299,7/10/2020,West,Washington,Seattle,Women's Athletic Footwear,75,575,129375,In-store
West Gear,1128299,7/11/2020,West,Washington,Seattle,Men's Apparel,75,575,107812.5,In-store
West Gear,1128299,7/12/2020,West,Washington,Seattle,Women's Apparel,80,400,64000,In-store
West Gear,1128299,7/13/2020,West,Washington,Seattle,Men's Street Footwear,70,600,126000,In-store
West Gear,1128299,7/14/2020,West,Washington,Seattle,Men's Athletic Footwear,75,600,112500,In-store
West Gear,1128299,7/15/2020,West,Washington,Seattle,Women's Street Footwear,70,450,78750,In-store
West Gear,1128299,7/16/2020,West,Washington,Seattle,Women's Athletic Footwear,70,400,84000,In-store
West Gear,1128299,7/17/2020,West,Washington,Seattle,Men's Apparel,80,425,85000,In-store
West Gear,1128299,7/18/2020,West,Washington,Seattle,Women's Apparel,65,450,58500,In-store
West Gear,1128299,7/19/2020,West,Washington,Seattle,Men's Street Footwear,60,550,99000,In-store
West Gear,1128299,7/20/2020,West,Washington,Seattle,Men's Athletic Footwear,65,550,89375,In-store
West Gear,1128299,7/21/2020,West,Washington,Seattle,Women's Street Footwear,60,375,56250,In-store
West Gear,1128299,7/22/2020,West,Washington,Seattle,Women's Athletic Footwear,60,350,63000,In-store
West Gear,1128299,7/23/2020,West,Washington,Seattle,Men's Apparel,70,325,56875,In-store
West Gear,1128299,7/24/2020,West,Washington,Seattle,Women's Apparel,75,375,56250,In-store
West Gear,1128299,7/25/2020,West,Washington,Seattle,Men's Street Footwear,60,600,108000,In-store
West Gear,1128299,7/26/2020,West,Washington,Seattle,Men's Athletic Footwear,65,625,101562.5,In-store
West Gear,1128299,7/27/2020,West,Washington,Seattle,Women's Street Footwear,60,475,71250,In-store
West Gear,1128299,7/28/2020,West,Washington,Seattle,Women's Athletic Footwear,70,450,94500,In-store
West Gear,1128299,7/29/2020,West,Washington,Seattle,Men's Apparel,90,425,95625,In-store
West Gear,1128299,7/30/2020,West,Washington,Seattle,Women's Apparel,95,550,104500,In-store
West Gear,1128299,7/31/2020,West,Washington,Seattle,Men's Street Footwear,80,750,180000,In-store
West Gear,1128299,8/1/2020,West,Washington,Seattle,Men's Athletic Footwear,85,750,159375,In-store
West Gear,1128299,8/2/2020,West,Washington,Seattle,Women's Street Footwear,80,550,110000,In-store
West Gear,1128299,8/3/2020,West,Washington,Seattle,Women's Athletic Footwear,80,550,132000,In-store
West Gear,1128299,8/4/2020,West,Washington,Seattle,Men's Apparel,90,475,106875,In-store
West Gear,1128299,8/5/2020,West,Washington,Seattle,Women's Apparel,95,575,109250,In-store
Foot Locker,1185732,8/6/2020,West,Washington,Seattle,Men's Street Footwear,45,"1,050",212625,In-store
Foot Locker,1185732,8/7/2020,West,Washington,Seattle,Men's Athletic Footwear,45,850,133875,In-store
Foot Locker,1185732,8/8/2020,West,Washington,Seattle,Women's Street Footwear,35,850,74375,In-store
Foot Locker,1185732,8/9/2020,West,Washington,Seattle,Women's Athletic Footwear,40,700,84000,In-store
Foot Locker,1185732,8/10/2020,Southeast,Florida,Miami,Men's Apparel,55,750,144375,In-store
Foot Locker,1185732,8/11/2020,Southeast,Florida,Miami,Women's Apparel,45,850,191250,In-store
Foot Locker,1185732,8/12/2020,Southeast,Florida,Miami,Men's Street Footwear,45,"1,100",222750,In-store
Foot Locker,1185732,8/13/2020,Southeast,Florida,Miami,Men's Athletic Footwear,45,750,118125,In-store
Foot Locker,1185732,8/14/2020,Southeast,Florida,Miami,Women's Street Footwear,35,800,70000,In-store
West Gear,1185732,8/15/2020,Southeast,Florida,Miami,Women's Athletic Footwear,40,675,81000,In-store
Foot Locker,1185732,8/16/2020,Southeast,Florida,Miami,Men's Apparel,55,750,144375,In-store
Foot Locker,1185732,8/17/2020,Southeast,Florida,Miami,Women's Apparel,45,850,191250,In-store
Foot Locker,1185732,8/18/2020,Southeast,Florida,Miami,Men's Street Footwear,45,"1,070",216675,In-store
Foot Locker,1185732,8/19/2020,Southeast,Florida,Miami,Men's Athletic Footwear,45,750,118125,In-store
Foot Locker,1185732,8/20/2020,Southeast,Florida,Miami,Women's Street Footwear,35,775,67812.5,In-store
Foot Locker,1185732,8/21/2020,Southeast,Florida,Miami,Women's Athletic Footwear,40,625,75000,In-store
Foot Locker,1185732,8/22/2020,Southeast,Florida,Miami,Men's Apparel,55,675,129937.5,In-store
Foot Locker,1185732,8/23/2020,Southeast,Florida,Miami,Women's Apparel,45,775,174375,In-store
Foot Locker,1185732,4/24/2020,Southeast,Florida,Miami,Men's Street Footwear,45,"1,025",207562.5,In-store
Foot Locker,1185732,4/24/2020,Southeast,Florida,Miami,Men's Athletic Footwear,45,725,114187.5,In-store
West Gear,1185732,4/24/2020,Southeast,Florida,Miami,Women's Street Footwear,35,725,63437.5,In-store
West Gear,1185732,4/24/2020,Southeast,Florida,Miami,Women's Athletic Footwear,40,650,78000,In-store
West Gear,1185732,4/24/2020,Southeast,Florida,Miami,Men's Apparel,55,675,129937.5,In-store
West Gear,1185732,4/24/2020,Southeast,Florida,Miami,Women's Apparel,45,800,180000,In-store
West Gear,1185732,4/24/2020,Southeast,Florida,Miami,Men's Street Footwear,55,"1,070",264825,In-store
West Gear,1185732,4/24/2020,Southeast,Florida,Miami,Men's Athletic Footwear,55,775,149187.5,In-store
West Gear,1185732,4/24/2020,Southeast,Florida,Miami,Women's Street Footwear,50,750,93750,In-store
West Gear,1185732,4/24/2020,Southeast,Florida,Miami,Women's Athletic Footwear,50,700,105000,In-store
West Gear,1185732,4/24/2020,Southeast,Florida,Miami,Men's Apparel,60,725,152250,In-store
West Gear,1185732,4/24/2020,Southeast,Florida,Miami,Women's Apparel,65,825,268125,In-store
West Gear,1185732,4/24/2020,Southeast,Florida,Miami,Men's Street Footwear,60,"1,075",290250,In-store
West Gear,1185732,4/24/2020,Southeast,Florida,Miami,Men's Athletic Footwear,55,825,158812.5,In-store
West Gear,1185732,9/7/2020,Southeast,Florida,Miami,Women's Street Footwear,50,800,100000,In-store
